Client ID;Конверсия;Марка;Модель;Avg. Session Duration;Bounce Rate;Browser;City;Campaign;Date;Device Category;Domain;Goal Completion Location;Goal Completions;Goal Conversion Rate;Goal Value;Keyword;Medium;Pageviews;Region;Sessions;Source;Source conv.;Продажа;Цена;Валюта
GA1.2.1095229857.1565067186;1;Mercedes;;0,001180556;0,00%;Chrome;Krasnodar;(not set);14.01.2020;mobile;Mersedes-krasnodar.ru;/models/;1;1;31407;(not set);referral;10;Krasnodar Krai;1;go.mail.ru;go.mail.ru;0;;
GA1.2.1095229857.1565067186;0;Mercedes;;0,00568287;0,00%;Chrome;Krasnodar;(not set);22.01.2020;mobile;Mersedes-krasnodar.ru;/;0;0;0;(not set);referral;14;Krasnodar Krai;1;go.mail.ru;go.mail.ru;0;;
GA1.2.1095284558.1581511753;0;Mercedes;e220;0;0,00%;Android Webview;Krasnodar;e220_X;12.02.2020;mobile;Mersedes-krasnodar.ru;/special/purchase/e220-x-line/item65704166.php;0;0;0;(not set);cpm;2;Krasnodar Krai;1;IG;ig;0;3850000;Рубль
GA1.2.10952964.1580808116;1;BMW;;0,000196759;0,00%;Chrome;Elista;(not set);10.02.2020;desktop;BMW-keyauto-krd.ru;(entrance);1;0,5;29587;(not provided);organic;6;KalmyMersedes;2;google;google;0;;
GA1.2.10952964.1580808116;0;BMW;;0,000196759;0,00%;Chrome;Elista;(not set);10.02.2020;desktop;BMW-keyauto-krd.ru;/?keyauto_from=1;0;0;0;(not provided);organic;6;KalmyMersedes;2;google;google;0;;
GA1.2.10952964.1580808116;1;BMW;;0;0,00%;Chrome;Elista;(not set);10.02.2020;desktop;cars.BMW-keyauto-krd.ru;/;1;1;16397;(not set);referral;2;KalmyMersedes;1;BMW-keyauto-stv.ru;BMW-keyauto-stv.ru;0;;
GA1.2.10952964.1580808116;1;BMW;;0,000914352;0,00%;Chrome;Ufa;(not set);04.02.2020;desktop;BMW-keyauto-krd.ru;/?keyauto_from=1;1;1;21505;(not provided);organic;4;Republic of Bashkortostan;1;google;google;0;;
GA1.2.1095360744.1580120788;0;Mercedes;e400;0;0,00%;Chrome;Krasnodar;(not set);27.01.2020;mobile;Mersedes-krasnodar.ru;/models/e400/options/;0;0;0;(not set);(none);2;Krasnodar Krai;1;(direct);(direct);0;5900000;Рубль
GA1.2.1095468105.1580300717;1;Mercedes;;0;0,00%;Safari;Krasnodar;Mersedes_Krasnodar_Poisk;29.01.2020;mobile;Mersedes-krasnodar.ru;/special/purchase/c180/?placement=;1;1;24061;#NAME?;cpc;2;Krasnodar Krai;1;google;google;0;;
GA1.2.1095478656.1581368379;1;Mercedes;;0;0,00%;Samsung Internet;Krasnodar;(not set);10.02.2020;mobile;Mersedes-krasnodar.ru;/;1;1;22304;(not provided);organic;2;Krasnodar Krai;1;google;google;0;;
GA1.2.1095478656.1581368379;1;Mercedes;;0;0,00%;Samsung Internet;Krasnodar;(not set);11.02.2020;mobile;Mersedes-krasnodar.ru;(entrance);1;1;41081;(not provided);organic;2;Krasnodar Krai;1;google;google;0;;
GA1.2.1095515113.1580972147;0;BMW;;0;0,00%;Chrome;Moscow;(not set);06.02.2020;mobile;BMW-keyauto-krd.ru;/?keyauto_from=1;0;0;0;(not set);(none);2;Moscow;1;(direct);(direct);0;;
GA1.2.1095523318.1578278602;0;Mercedes;;0,003194444;0,00%;Chrome;Krasnodar;(not set);06.01.2020;mobile;Mersedes-krasnodar.ru;(entrance);0;0;0;(not set);organic;8;Krasnodar Krai;1;yandex;YANDEX;0;;
GA1.2.1095533433.1579631897;0;Mercedes;;0,000601852;0,00%;Chrome;Saint Petersburg;(not set);21.01.2020;desktop;Mersedes-krasnodar.ru;(entrance);0;0;0;(not set);referral;4;Saint Petersburg;1;go.mail.ru;go.mail.ru;0;;
GA1.2.109562008.1580798627;0;Mercedes;;0,02125;0,00%;Chrome;Krasnodar;(not set);04.02.2020;mobile;Mersedes-krasnodar.ru;/;0;0;0;(not provided);organic;4;Krasnodar Krai;1;google;google;0;;
GA1.2.1095694667.1581921544;0;Mercedes;e220;0;0,00%;Internet Explorer;Maykop;36451504;17.02.2020;desktop;Mersedes-krasnodar.ru;/special/purchase/e220/?calltouch_tm=yd_c:36451504_gb:3435678787_ad:6081156757_ph:14000352527_st:search_pt:premium_p:3_s:none_dt:desktop_reg:1093_ret:_apt:none&yclid=640455266520816864;0;0;0;киа рио краснодар официальный дилер цены;cpc;2;Adygea;1;yandex;YANDEX;0;3850000;Рубль
GA1.2.1095706809.1581404090;1;Mercedes;;0;0,00%;Chrome;Krasnodar;(not set);11.02.2020;mobile;Mersedes-krasnodar.ru;/;1;1;13815;(not set);organic;2;Krasnodar Krai;1;yandex;YANDEX;0;;
GA1.2.1095746920.1564230316;1;BMW;;0,003113426;0,00%;Chrome;Mineralnye Vody;(not set);16.01.2020;desktop;cars.BMW-keyauto-krd.ru;/;1;1;44933;(not set);referral;6;Stavropol Krai;1;BMW-keyauto-kmv.ru;BMW-keyauto-kmv.ru;0;;
GA1.2.1095775043.1567486530;1;Mercedes;;0;0,00%;YaBrowser;Krasnodar;(not set);04.01.2020;mobile;Mersedes-krasnodar.ru;/;1;1;26632;(not set);referral;2;Krasnodar Krai;1;Mersedes.ru;Mersedes.ru;0;;
GA1.2.109577784.1581484694;1;Mercedes;;0,002118056;0,00%;Chrome;Krasnodar;(not set);12.02.2020;desktop;Mersedes-krasnodar.ru;/;1;1;10186;(not set);referral;18;Krasnodar Krai;1;yandex.ru;yandex.ru;0;;
GA1.2.1095780265.1581622776;0;Mercedes;;0,023553241;0,00%;Safari;Krasnodar;(not set);13.02.2020;mobile;Mersedes-krasnodar.ru;/;0;0;0;(not set);referral;38;Krasnodar Krai;1;yandex.ru;yandex.ru;0;;
GA1.2.1095823583.1578722744;0;Mercedes;e220;0,004166667;0,00%;Chrome;Tuapse;Mersedes_Krasnodar_Poisk;11.01.2020;desktop;Mersedes-krasnodar.ru;/special/purchase/e220/?placement=;0;0;0;#NAME?;cpc;6;Krasnodar Krai;1;google;google;0;3850000;Рубль
GA1.2.1095922804.1578313132;1;BMW;;0;0,00%;Chrome;Taganrog;(not set);06.01.2020;tablet;BMW-keyauto-krd.ru;/models/NewX5/;1;1;30782;(not set);referral;2;Rostov Oblast;1;carsdo.ru;carsdo.ru;0;;
GA1.2.1095922804.1578313132;0;BMW;;0;0,00%;Chrome;Taganrog;(not set);10.01.2020;tablet;BMW-keyauto-krd.ru;(entrance);0;0;0;(not set);referral;2;Rostov Oblast;1;carsdo.ru;carsdo.ru;0;;
GA1.2.1095976731.1581508789;1;Mercedes;;0,003958333;0,00%;YaBrowser;Gelendzhik;(not set);12.02.2020;desktop;Mersedes-krasnodar.ru;/;1;1;28111;(not set);referral;18;Krasnodar Krai;1;yandex.ru;yandex.ru;0;;
GA1.2.1096083738.1580926856;1;Mercedes;;0,003194444;0,00%;Chrome;Krasnodar;(not set);05.02.2020;mobile;Mersedes-krasnodar.ru;(entrance);1;1;16664;(not set);(none);14;Krasnodar Krai;1;(direct);(direct);0;;
GA1.2.1096116521.1579455720;1;BMW;;0,001527778;0,00%;Opera;Krasnodar;(not set);19.01.2020;mobile;BMW-keyauto-krd.ru;/;1;1;15139;(not set);(none);10;Krasnodar Krai;1;(direct);(direct);0;;
GA1.2.1096134466.1580147146;0;BMW;;0,005219907;0,00%;Chrome;Krasnodar;(not set);27.01.2020;mobile;BMW-keyauto-krd.ru;/;0;0;0;(not provided);organic;12;Krasnodar Krai;1;google;google;0;;
GA1.2.1096186766.1579895918;1;Mercedes;;0,002199074;0,00%;Safari;Krasnodar;(not set);24.01.2020;mobile;Mersedes-krasnodar.ru;/;1;1;39551;(not provided);organic;6;Krasnodar Krai;1;google;google;0;;
GA1.2.1096212163.1580747396;0;BMW;x1;0;0,00%;YaBrowser;Saint Petersburg;(not set);03.02.2020;mobile;BMW-keyauto-krd.ru;/news/BMW-predstavlyaet-video-o-limitirovannoy-serii-x1-rock-edition/;0;0;0;(not set);referral;2;Saint Petersburg;1;go.mail.ru;go.mail.ru;0;2200000;Рубль
GA1.2.1096249527.1577602407;0;BMW;;0;0,00%;Chrome;Krasnodar;krasnodar-kliuchavto-network-halva-2019;02.01.2020;mobile;BMW-keyauto-krd.ru;/offers/buy/halva/?electronics|src_2277.android.com.imo.android.imoim.adsenseformobileapps.com|devt_m|devm_samsung+sm-j320f|cid_8484436498|lcl_1011905|fdi_|mrlid_14751|dop_=;0;0;0;(not set);sem_cpc;2;Krasnodar Krai;1;google_go_search;google_go_search;0;;
GA1.2.1096249527.1577602407;1;BMW;;1,16E-05;0,00%;Chrome;Krasnodar;krasnodar-kliuchavto-network-halva-2019;03.01.2020;mobile;BMW-keyauto-krd.ru;/offers/buy/halva/?electronics|src_2277.android.com.imo.android.imoim.adsenseformobileapps.com|devt_m|devm_samsung+sm-j320f|cid_8484436498|lcl_1011905|fdi_|mrlid_14751|dop_=;1;1;29121;(not set);sem_cpc;2;Krasnodar Krai;1;google_go_search;google_go_search;0;;
GA1.2.1096249527.1577602407;0;BMW;;0;0,00%;Chrome;Krasnodar;krasnodar-kliuchavto-network-halva-2019;06.01.2020;mobile;BMW-keyauto-krd.ru;/offers/buy/halva/?electronics|src_2277.android.com.imo.android.imoim.adsenseformobileapps.com|devt_m|devm_samsung+sm-j320f|cid_8484436498|lcl_1011905|fdi_|mrlid_14751|dop_=;0;0;0;(not set);sem_cpc;2;Krasnodar Krai;1;google_go_search;google_go_search;0;;
GA1.2.1096297468.1578399443;0;Mercedes;;0,000335648;0,00%;Chrome;Voronezh;(not set);07.01.2020;desktop;Mersedes-krasnodar.ru;/;0;0;0;(not set);(none);6;Voronezh Oblast;1;(direct);(direct);0;;
GA1.2.1096312307.1576581708;0;Mercedes;;0;0,00%;Chrome;Krasnodar;36451549;11.01.2020;desktop;Mersedes-krasnodar.ru;/special/purchase/?calltouch_tm=yd_c:36451549_gb:3436027166_ad:6082727479_ph:14002772508_st:search_pt:premium_p:2_s:none_dt:desktop_reg:35_ret:_apt:none&yclid=18251361227304106186;0;0;0;КИА;cpc;2;Krasnodar Krai;1;yandex;YANDEX;0;;
GA1.2.1096347993.1578644606;0;BMW;;0;0,00%;Chrome;Krasnodar;(not set);10.01.2020;desktop;BMW-keyauto-krd.ru;/;0;0;0;новые машины в краснодаре;organic;2;Krasnodar Krai;1;yandex;YANDEX;0;;
GA1.2.1096347993.1578644606;0;BMW;;0;0,00%;Chrome;Krasnodar;(not set);10.01.2020;desktop;BMW-keyauto-krd.ru;/;0;0;0;новые машины в краснодаре;organic;2;Krasnodar Krai;1;yandex;YANDEX;1;;
GA1.2.1096347993.1578644606;1;BMW;;0,002164352;0,00%;Chrome;Krasnodar;(not set);10.01.2020;desktop;cars.BMW-keyauto-krd.ru;/;1;1;24274;(not set);referral;4;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1096347993.1578644606;1;BMW;;0,002164352;0,00%;Chrome;Krasnodar;(not set);10.01.2020;desktop;cars.BMW-keyauto-krd.ru;/;1;1;24274;(not set);referral;4;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;1;;
GA1.2.1096347993.1578644606;1;BMW;;0,000416667;0,00%;Chrome;Krasnodar;(not set);17.01.2020;desktop;BMW-keyauto-krd.ru;(entrance);1;1;35344;(not set);referral;14;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1096347993.1578644606;1;BMW;;0,000416667;0,00%;Chrome;Krasnodar;(not set);17.01.2020;desktop;BMW-keyauto-krd.ru;(entrance);1;1;35344;(not set);referral;14;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;1;;
GA1.2.1096347993.1578644606;1;BMW;;0,0003125;0,00%;Chrome;Krasnodar;(not set);17.01.2020;desktop;BMW-keyauto-krd.ru;(entrance);1;1;36058;(not set);referral;14;Krasnodar Krai;1;cars.BMW-keyauto-krd.ru;cars.BMW-keyauto-krd.ru;0;;
GA1.2.1096347993.1578644606;1;BMW;;0,0003125;0,00%;Chrome;Krasnodar;(not set);17.01.2020;desktop;BMW-keyauto-krd.ru;(entrance);1;1;36058;(not set);referral;14;Krasnodar Krai;1;cars.BMW-keyauto-krd.ru;cars.BMW-keyauto-krd.ru;1;;
GA1.2.1096347993.1578644606;0;BMW;;0,000243056;0,00%;Chrome;Krasnodar;(not set);17.01.2020;desktop;BMW-keyauto-krd.ru;(entrance);0;0;0;(not set);referral;14;Krasnodar Krai;1;go.mail.ru;go.mail.ru;0;;
GA1.2.1096347993.1578644606;0;BMW;;0,000243056;0,00%;Chrome;Krasnodar;(not set);17.01.2020;desktop;BMW-keyauto-krd.ru;(entrance);0;0;0;(not set);referral;14;Krasnodar Krai;1;go.mail.ru;go.mail.ru;1;;
GA1.2.1096347993.1578644606;0;BMW;;0,000416667;0,00%;Chrome;Krasnodar;(not set);17.01.2020;desktop;BMW-keyauto-krd.ru;/;0;0;0;(not set);referral;14;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1096347993.1578644606;0;BMW;;0,000416667;0,00%;Chrome;Krasnodar;(not set);17.01.2020;desktop;BMW-keyauto-krd.ru;/;0;0;0;(not set);referral;14;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;1;;
GA1.2.1096347993.1578644606;0;BMW;;0,0003125;0,00%;Chrome;Krasnodar;(not set);17.01.2020;desktop;BMW-keyauto-krd.ru;/;0;0;0;(not set);referral;14;Krasnodar Krai;1;cars.BMW-keyauto-krd.ru;cars.BMW-keyauto-krd.ru;0;;
GA1.2.1096347993.1578644606;0;BMW;;0,0003125;0,00%;Chrome;Krasnodar;(not set);17.01.2020;desktop;BMW-keyauto-krd.ru;/;0;0;0;(not set);referral;14;Krasnodar Krai;1;cars.BMW-keyauto-krd.ru;cars.BMW-keyauto-krd.ru;1;;
GA1.2.1096347993.1578644606;1;BMW;;0,000243056;0,00%;Chrome;Krasnodar;(not set);17.01.2020;desktop;BMW-keyauto-krd.ru;/;1;1;22062;(not set);referral;14;Krasnodar Krai;1;go.mail.ru;go.mail.ru;0;;
GA1.2.1096347993.1578644606;1;BMW;;0,000243056;0,00%;Chrome;Krasnodar;(not set);17.01.2020;desktop;BMW-keyauto-krd.ru;/;1;1;22062;(not set);referral;14;Krasnodar Krai;1;go.mail.ru;go.mail.ru;1;;
GA1.2.1096347993.1578644606;1;BMW;;0;0,00%;Chrome;Krasnodar;(not set);17.01.2020;desktop;cars.BMW-keyauto-krd.ru;/;1;1;38549;(not set);referral;2;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1096347993.1578644606;1;BMW;;0;0,00%;Chrome;Krasnodar;(not set);17.01.2020;desktop;cars.BMW-keyauto-krd.ru;/;1;1;38549;(not set);referral;2;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;1;;
GA1.2.1096471014.1579186785;0;BMW;;2,31E-05;0,00%;Chrome;Krasnodar;(not set);16.01.2020;mobile;BMW-keyauto-krd.ru;/;0;0;0;(not set);referral;2;Krasnodar Krai;1;yandex.ru;yandex.ru;0;;
GA1.2.1096471014.1579186785;1;BMW;;0,000625;0,00%;Chrome;Krasnodar;(not set);16.01.2020;mobile;cars.BMW-keyauto-krd.ru;/;1;1;18024;(not set);referral;4;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1096485869.1578941656;1;BMW;;0;0,00%;Chrome;Ufa;(not set);13.01.2020;mobile;BMW-keyauto-krd.ru;/?keyauto_from=1;1;1;9238;(not set);(none);2;Republic of Bashkortostan;1;(direct);(direct);1;;
GA1.2.1096510130.1579542861;1;Mercedes;e220;0;0,00%;Chrome;Kropotkin;(not set);20.01.2020;desktop;Mersedes-krasnodar.ru;/models/e220/options/;1;1;26012;Краснодар автосалон;organic;2;Krasnodar Krai;1;yandex;YANDEX;0;3850000;Рубль
GA1.2.1096569275.1578519798;0;BMW;;0,001157407;0,00%;Chrome;Sochi;(not set);09.01.2020;mobile;BMW-keyauto-krd.ru;/;0;0;0;(not set);organic;6;Krasnodar Krai;1;yandex;YANDEX;0;;
GA1.2.1096588595.1580453082;1;BMW;;0,001909722;0,00%;Chrome;(not set);(not set);31.01.2020;desktop;BMW-keyauto-krd.ru;/?keyauto_from=1;1;1;10471;(not set);(none);4;(not set);1;(direct);(direct);0;;
GA1.2.1096618148.1581766986;1;BMW;;0;0,00%;Chrome;Krasnodar;(not set);15.02.2020;mobile;BMW-keyauto-krd.ru;/;1;1;20566;(not provided);organic;2;Krasnodar Krai;1;google;google;0;;
GA1.2.1096621143.1581846192;0;Mercedes;;0;0,00%;YaBrowser;Krasnodar;(not set);16.02.2020;tablet;Mersedes-krasnodar.ru;/;0;0;0;(not set);organic;2;Krasnodar Krai;1;yandex;YANDEX;0;;
GA1.2.1096667114.1581494585;0;Mercedes;;0,002013889;0,00%;Chrome;Krasnodar;(not set);12.02.2020;desktop;Mersedes-krasnodar.ru;(entrance);0;0;0;(not provided);organic;12;Krasnodar Krai;1;google;google;0;;
GA1.2.1096682005.1580811038;1;Mercedes;;0,000509259;0,00%;Safari;Krasnodar;(not set);04.02.2020;mobile;Mersedes-krasnodar.ru;/;1;1;29318;(not provided);organic;6;Krasnodar Krai;1;google;google;0;;
GA1.2.1096682898.1579670044;0;Mercedes;;4,63E-05;0,00%;Chrome;Novosibirsk;(not set);22.01.2020;mobile;Mersedes-krasnodar.ru;/about/personal/;0;0;0;(not provided);organic;4;Novosibirsk Oblast;1;google;google;0;;
GA1.2.1096705726.1578858104;0;BMW;;0;0,00%;Chrome;Krasnodar;(not set);12.01.2020;mobile;BMW-keyauto-krd.ru;/;0;0;0;(not provided);organic;2;Krasnodar Krai;1;google;google;0;;
GA1.2.1096705726.1578858104;0;BMW;;0;0,00%;Chrome;Krasnodar;(not set);12.01.2020;mobile;cars.BMW-keyauto-krd.ru;/;0;0;0;(not set);referral;2;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1096705726.1578858104;1;BMW;;0;0,00%;Chrome;Krasnodar;(not set);18.01.2020;mobile;BMW-keyauto-krd.ru;/;1;0,5;11466;(not provided);organic;4;Krasnodar Krai;2;google;google;0;;
GA1.2.1096705726.1578858104;0;BMW;;0;0,00%;Chrome;Krasnodar;(not set);18.01.2020;mobile;cars.BMW-keyauto-krd.ru;/;0;0;0;(not set);referral;2;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1096748495.1581182781;0;BMW;;0;0,00%;Chrome;Saint Petersburg;(not set);08.02.2020;desktop;BMW-keyauto-krd.ru;/?keyauto_from=1;0;0;0;(not set);(none);2;Saint Petersburg;1;(direct);(direct);0;;
GA1.2.109678115.1580404613;1;BMW;;0,000451389;0,00%;Safari;Krasnodar;(not set);30.01.2020;mobile;BMW-keyauto-krd.ru;/;1;1;20865;(not set);referral;6;Krasnodar Krai;1;yandex.ru;yandex.ru;0;;
GA1.2.1096804130.1579782790;0;Mercedes;;0;0,00%;Chrome;Krasnodar;(not set);23.01.2020;mobile;Mersedes-krasnodar.ru;/;0;0;0;(not set);referral;2;Krasnodar Krai;1;yandex.ru;yandex.ru;0;;
GA1.2.1096804130.1579782790;0;Mercedes;;0,000173611;0,00%;Chrome;Sochi;(not set);17.02.2020;mobile;Mersedes-krasnodar.ru;/;0;0;0;(not set);referral;4;Krasnodar Krai;1;yandex.ru;yandex.ru;0;;
GA1.2.1096815345.1575290984;0;Mercedes;;0,00181713;0,00%;Chrome;Krasnodar;(not set);16.01.2020;mobile;Mersedes-krasnodar.ru;/;0;0;0;(not provided);organic;8;Krasnodar Krai;1;google;google;0;;
GA1.2.1096834067.1580341548;1;BMW;;0;0,00%;'';Ashburn;(not set);30.01.2020;desktop;BMW-keyauto-krd.ru;/offers/best-offers/;1;1;37165;(not set);(none);2;Virginia;1;(direct);(direct);0;;
GA1.2.1096881067.1580799538;0;BMW;;9,26E-05;0,00%;Chrome;Donetsk;(not set);04.02.2020;desktop;BMW-keyauto-krd.ru;/?keyauto_from=1;0;0;0;(not set);(none);4;Donetsk Oblast;1;(direct);(direct);0;;
GA1.2.1096881067.1580799538;0;BMW;;0,000416667;0,00%;Chrome;Donetsk;(not set);13.02.2020;desktop;BMW-keyauto-krd.ru;(entrance);0;0;0;(not provided);organic;6;Donetsk Oblast;1;google;google;0;;
GA1.2.1096899900.1580318890;0;Mercedes;;0;0,00%;Chrome;Krasnodar;(not set);29.01.2020;tablet;Mersedes-krasnodar.ru;(entrance);0;0;0;(not provided);organic;2;Krasnodar Krai;1;google;google;0;;
GA1.2.1096997242.1579422564;0;Mercedes;;0,000520833;0,00%;Safari;Novorossiysk;(not set);19.01.2020;mobile;Mersedes-krasnodar.ru;/;0;0;0;(not set);referral;6;Krasnodar Krai;1;yandex.ru;yandex.ru;0;;
GA1.2.1097064049.1579980037;0;Mercedes;;0,000150463;0,00%;Safari;Korenovsk;(not set);25.01.2020;mobile;Mersedes-krasnodar.ru;/;0;0;0;(not set);referral;4;Krasnodar Krai;1;yandex.ru;yandex.ru;0;;
GA1.2.1097098925.1579459179;0;Mercedes;;0,001435185;0,00%;Chrome;Krasnodar;(not set);19.01.2020;mobile;Mersedes-krasnodar.ru;/;0;0;0;(not provided);organic;4;Krasnodar Krai;1;google;google;0;;
GA1.2.1097113634.1573985289;1;BMW;;4,63E-05;0,00%;Chrome;Maykop;(not set);25.01.2020;desktop;BMW-keyauto-krd.ru;/;1;0,5;27915;(not provided);organic;8;Adygea;2;google;google;0;;
GA1.2.1097113634.1573985289;0;BMW;;0;0,00%;Chrome;Maykop;(not set);25.01.2020;desktop;cars.BMW-keyauto-krd.ru;(entrance);0;0;0;(not set);referral;2;Adygea;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1097113634.1573985289;1;BMW;;0,000219907;0,00%;Chrome;Maykop;(not set);28.01.2020;desktop;BMW-keyauto-krd.ru;(entrance);1;1;37973;(not provided);organic;8;Adygea;1;google;google;0;;
GA1.2.1097113634.1573985289;0;BMW;;0;0,00%;Chrome;Maykop;(not set);28.01.2020;desktop;BMW-keyauto-krd.ru;(entrance);0;0;0;(not set);referral;8;Adygea;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1097113634.1573985289;1;BMW;;0,000219907;0,00%;Chrome;Maykop;(not set);28.01.2020;desktop;BMW-keyauto-krd.ru;/;1;1;19584;(not provided);organic;8;Adygea;1;google;google;0;;
GA1.2.1097113634.1573985289;1;BMW;;0;0,00%;Chrome;Maykop;(not set);28.01.2020;desktop;BMW-keyauto-krd.ru;/;1;1;17705;(not set);referral;8;Adygea;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1097113634.1573985289;1;BMW;;0;0,00%;Chrome;Maykop;(not set);28.01.2020;desktop;cars.BMW-keyauto-krd.ru;(entrance);1;0,5;43534;(not set);referral;4;Adygea;2;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1097113634.1573985289;1;BMW;;0;0,00%;Chrome;Maykop;(not set);28.01.2020;desktop;cars.BMW-keyauto-krd.ru;/;1;0,5;33366;(not set);referral;4;Adygea;2;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1097206347.1579374091;0;BMW;;0;0,00%;Safari;Krasnodar;(not set);18.01.2020;mobile;BMW-keyauto-krd.ru;/?keyauto_from=1;0;0;0;(not set);(none);2;Krasnodar Krai;1;(direct);(direct);0;;
GA1.2.1097259878.1580208256;1;BMW;;2,31E-05;0,00%;Chrome;Simferopol;(not set);28.01.2020;mobile;BMW-keyauto-krd.ru;/offers/buy/;1;1;18761;(not provided);organic;2;Crimea;1;google;google;0;;
GA1.2.1097299146.1580525906;1;Mercedes;;0,004189815;0,00%;Safari;Krasnodar;(not set);01.02.2020;mobile;Mersedes-krasnodar.ru;/;1;0,5;40162;(not set);organic;12;Krasnodar Krai;2;yandex;YANDEX;0;;
GA1.2.1097299146.1580525906;1;Mercedes;;0,000590278;0,00%;Safari;Krasnodar;(not set);09.02.2020;mobile;Mersedes-krasnodar.ru;/;1;1;11377;(not set);organic;4;Krasnodar Krai;1;yandex;YANDEX;0;;
GA1.2.1097300400.1579257867;1;Mercedes;;0,000358796;0,00%;Samsung Internet;Anapa;Mersedes_Krasnodar_Poisk;17.01.2020;mobile;Mersedes-krasnodar.ru;/special/purchase/?placement=;1;1;35030;#NAME?;cpc;4;Krasnodar Krai;1;google;google;0;;
GA1.2.1097337375.1579539537;1;Mercedes;;0;0,00%;Chrome;Krasnodar;(not set);20.01.2020;mobile;Mersedes-krasnodar.ru;/;1;1;38290;(not set);(none);2;Krasnodar Krai;1;(direct);(direct);0;;
GA1.2.1097337375.1579539537;1;Mercedes;;0,004189815;0,00%;Chrome;Krasnodar;(not set);31.01.2020;mobile;Mersedes-krasnodar.ru;/;1;1;34495;(not provided);organic;18;Krasnodar Krai;1;google;google;0;;
GA1.2.1097420750.1581594584;0;Mercedes;;0,001325231;0,00%;Opera;(not set);(not set);13.02.2020;desktop;Mersedes-krasnodar.ru;/;0;0;0;(not set);referral;10;Kirovohrad Oblast;2;yandex.ru;yandex.ru;0;;
GA1.2.1097420750.1581594584;1;Mercedes;cls;0,001325231;0,00%;Opera;(not set);(not set);13.02.2020;desktop;Mersedes-krasnodar.ru;/models/cls/options/;1;0,5;28650;(not set);referral;10;Kirovohrad Oblast;2;yandex.ru;yandex.ru;0;4650000;Рубль
GA1.2.1097469939.1581763159;1;Mercedes;;0;0,00%;Chrome;Stavropol;(not set);15.02.2020;mobile;Mersedes-krasnodar.ru;/;1;1;38631;(not set);referral;2;Stavropol Krai;1;yandex.ru;yandex.ru;0;;
GA1.2.1097483092.1579295204;1;Mercedes;;0,000162037;0,00%;Samsung Internet;Krasnodar;(not set);18.01.2020;mobile;Mersedes-krasnodar.ru;/;1;0,333333333;35287;(not set);(none);8;Krasnodar Krai;3;(direct);(direct);0;;
GA1.2.1097483092.1579295204;1;Mercedes;cls;0,000162037;0,00%;Samsung Internet;Krasnodar;(not set);18.01.2020;mobile;Mersedes-krasnodar.ru;/models/cls/options/;1;0,333333333;40727;(not set);(none);8;Krasnodar Krai;3;(direct);(direct);0;4650000;Рубль
GA1.2.1097535520.1581517027;0;BMW;;0,000185185;0,00%;Safari;Krasnodar;(not set);12.02.2020;mobile;BMW-keyauto-krd.ru;/;0;0;0;(not provided);organic;4;Krasnodar Krai;1;google;google;0;;
GA1.2.1097573573.1580065492;1;BMW;;0;0,00%;Chrome;Krasnodar;(not set);26.01.2020;mobile;BMW-keyauto-krd.ru;/?keyauto_from=1;1;1;28559;(not set);(none);2;Krasnodar Krai;1;(direct);(direct);0;;
GA1.2.1097599956.1579396692;0;Mercedes;;0,000740741;0,00%;Safari;Krasnodar;(not set);19.01.2020;mobile;Mersedes-krasnodar.ru;/;0;0;0;(not provided);organic;8;Krasnodar Krai;1;google;google;0;;
GA1.2.1097637862.1580820396;0;BMW;;0;0,00%;Chrome;Saint Petersburg;(not set);04.02.2020;desktop;BMW-keyauto-krd.ru;/buy/BMW-finance/;0;0;0;(not provided);organic;2;Saint Petersburg;1;google;google;0;;
GA1.2.1097639715.1578932877;0;Mercedes;;0,001365741;0,00%;Chrome;(not set);(not set);13.01.2020;mobile;Mersedes-krasnodar.ru;/;0;0;0;(not provided);organic;4;Mangystau Province;1;google;google;0;;
